Carbon Emissions (CO?e),Carbon Offset,Energy Consumption,Water Usage,Waste Generation,Product Sales,Revenue,Investments,Employee Engagement,Customer Engagement,Supply Chain Emissions,Compliance Score,Sensor,Standard Emission Output,Current Emission Reduction
0.009434903089418047,0.005889633340564123,0.03405210953281901,0.06597811857927645,0.001391920738208703,0.033391703917192,17.266650174517046,2.976557340089863,0.0017066307503915425,0.00021518313478051642,0.016352014209660464,0.0010241394089918149,2,0.010378393398359853,0.0009434903089418061
0.008653474392345898,0.00556283780415001,0.033856138099877614,0.06857429317449258,0.0014413553253972875,0.032249415461307315,18.185060753205427,2.9558562764388685,0.0016822564853880546,0.0002099732686392593,0.01730979475485897,0.000941752183952775,2,0.009518821831580489,0.0008653474392345904
0.008682297023676056,0.006021416514928486,0.03440873550924809,0.06656270554525587,0.0013199830924854952,0.03220070581444381,17.981807861002675,3.0691455905127256,0.0017410560825197711,0.00019914750367613966,0.01732608766151259,0.0010174700185440078,2,0.009550526726043663,0.0008682297023676067
0.009110659641140809,0.006063236564990862,0.033835212717160355,0.0668186111407303,0.0013804604637601815,0.03496333971058927,17.670460658793175,2.8119960693489845,0.0017053302680838359,0.00019902870937935286,0.016308032925970925,0.0009846060060353665,2,0.01002172560525489,0.0009110659641140811
0.008802228233870307,0.006055844271239468,0.03632977779262005,0.07041833195658101,0.0013810512039854716,0.03493994071071475,17.734528175266853,2.9208460059784254,0.0016727257140080071,0.00020596201275748625,0.016825112917771952,0.0009470963445045706,2,0.00968245105725734,0.0008802228233870321
0.009129871484354839,0.005981023949837908,0.03548052042880776,0.0676325281379268,0.001404706775676955,0.0332349658851393,18.246180036893904,2.8354230220328462,0.0018389643641518755,0.00019859611683386647,0.01625568668536925,0.001020665639834145,2,0.010042858632790324,0.0009129871484354849
0.009255691541319196,0.005718882476618001,0.03485502347451124,0.0672394188709195,0.0014341405378088268,0.034419600346495216,17.7468726939887,3.0368403307941056,0.0017033090374949055,0.00020361927071675749,0.016559946362952896,0.0009683358265113955,2,0.010181260695451116,0.0009255691541319201
0.008949787691736776,0.005597137047206018,0.034150564381482965,0.06679273805054908,0.0013625064597743701,0.033082473591195566,18.421477929677167,2.972021698267808,0.001846518377629569,0.00021156839306008318,0.016754675022422002,0.000992114318761926,2,0.009844766460910455,0.000894978769173679
0.008752115733599927,0.005591671124889479,0.03538660077219056,0.06562575684957864,0.0013444300019861365,0.03492484515441005,18.18229963626346,2.983700506175569,0.0017180531688576683,0.00020246678588113097,0.01744979907545036,0.0010302105104834328,2,0.00962732730695992,0.0008752115733599939
0.009234264331882302,0.005621089438275404,0.034000925034628385,0.06754410040359815,0.0013310576883508488,0.031714405600547474,17.61173005134558,2.951716306657338,0.0016961472993849934,0.00020336215839121858,0.017680528194039,0.0009794673993361205,2,0.010157690765070533,0.0009234264331882316
0.00894736484582364,0.0055476687976833755,0.03506295416298923,0.06562818214211205,0.001400345048203209,0.03429008579958875,17.61639032207993,2.9876361925289237,0.0018120917807852453,0.00021363522968650457,0.01711736791008595,0.0010170525078607125,2,0.009842101330406004,0.000894736484582364
0.009191388180724756,0.006075449897393865,0.035993557573782364,0.06970797603300381,0.0013512234066287727,0.03328414418337218,17.32498833889735,2.902487834616209,0.0017326383521271283,0.0002082639472186667,0.016954949193017252,0.0009412152653327063,2,0.010110526998797232,0.000919138818072476
0.009365610785645372,0.006109806731130967,0.03371269928274793,0.06515310341028183,0.001455449525718634,0.03411160030217777,18.545272165240807,2.939119603944782,0.0017219649826657,0.00019852462541579004,0.017021651414562963,0.0009493447209646469,2,0.010302171864209909,0.0009365610785645375
0.00877344595222938,0.005957409560270486,0.03403549691210344,0.07007479024508677,0.0013796953097519927,0.03429973388862664,18.795672711429297,3.048314519644833,0.0017375147442169909,0.0002101361341556891,0.017200177028496123,0.0010257492045747784,2,0.009650790547452319,0.000877344595222939
0.008660095545124648,0.005940643828393808,0.033375423439116904,0.067036591532567,0.00140965324960808,0.03468551915038068,18.007730908051464,2.893381804442063,0.0017684282364856412,0.00020802832497408865,0.017162015200275885,0.00094681491090183,2,0.009526105099637115,0.0008660095545124664
0.009248619899998565,0.005642075774557316,0.033607750922721544,0.06788266332720541,0.001435244147145059,0.03223018583190968,17.35195461211652,3.0795155432194674,0.001726252253195913,0.00020995914429791315,0.01737975623186411,0.0009662424332692884,2,0.010173481889998422,0.0009248619899998572
0.009453661713555692,0.005819404569206583,0.03476912231685126,0.06485910563649439,0.0013610904569071344,0.03328464919126003,17.78164573806356,2.8355382065902424,0.0017796842607644063,0.0001998146473967824,0.01620699056253831,0.0009772003898389755,2,0.010399027884911262,0.0009453661713555699
0.009423090400065675,0.005710327662771531,0.03551974356215208,0.06632863294016454,0.0014471699944634169,0.0334614460901243,17.126365988805215,2.83588615771714,0.0018222351845053775,0.00020160169034346047,0.01725229383158603,0.0009457772368931202,2,0.010365399440072243,0.000942309040006568
0.009337410870062079,0.005849060637852727,0.03624242437507854,0.06940612923633734,0.0013736200286303,0.03228138776235837,18.583282391493306,3.0108141374498714,0.0018381408197057402,0.00021484429536338455,0.017480293408597,0.0009976015515295257,2,0.010271151957068287,0.0009337410870062079
0.008767432942000695,0.00557960697625849,0.03630977450762998,0.06956786926223443,0.0014339256736771587,0.031694939262168015,17.31161820993945,2.850714235733611,0.0017161459682284966,0.00020044219028311647,0.016444830409513257,0.0009565769040766333,2,0.009644176236200765,0.0008767432942000698
0.008882804710792874,0.006020183036853281,0.034338917305615065,0.06668429376833744,0.0013562207488731037,0.0321659457650471,17.620113873977683,2.8043061940763305,0.001800996099895494,0.00020918232365477077,0.017462690061840588,0.0009508026686285192,2,0.009771085181872162,0.0008882804710792884
